Time of Scrape,Player Name,Team,Position,Game Start Date,Opponent,Strikeout Predictions
2023-06-25 05:43:52,Johan Oviedo,PIT,P,"Jun 25, 2023",MIA,5.0
2023-06-25 05:43:52,Tyler Anderson,LAA,P,"Jun 25, 2023",COL,4.5
2023-06-25 05:43:52,Austin Gomber,COL,P,"Jun 25, 2023",LAA,3.5
2023-06-25 05:43:53,Ryne Nelson,ARI,P,"Jun 25, 2023",SF,3.5
2023-06-25 05:43:53,Anthony DeSclafani,SF,P,"Jun 25, 2023",ARI,4.0
2023-06-25 05:43:53,MacKenzie Gore,WSH,P,"Jun 25, 2023",SD,5.5
2023-06-25 05:43:53,Seth Lugo,SD,P,"Jun 25, 2023",WSH,4.0
2023-06-25 05:43:54,Tony Gonsolin,LAD,P,"Jun 25, 2023",HOU,4.0
2023-06-25 05:44:25,Marcus Stroman,CHC,P,"Jun 25, 2023",STL,4.5
2023-06-25 05:44:25,Matthew Liberatore,STL,P,"Jun 25, 2023",CHC,3.0
2023-06-25 05:44:25,Bailey Ober,MIN,P,"Jun 25, 2023",DET,5.5
2023-06-25 05:44:25,Michael Lorenzen,DET,P,"Jun 25, 2023",MIN,5.0
2023-06-25 05:44:25,Carlos Carrasco,NYM,P,"Jun 25, 2023",PHI,4.0
2023-06-25 05:44:26,Zack Wheeler,PHI,P,"Jun 25, 2023",NYM,6.5
2023-06-25 05:44:26,George Kirby,SEA,P,"Jun 25, 2023",BAL,4.0
2023-06-25 05:44:26,Kyle Bradish,BAL,P,"Jun 25, 2023",SEA,5.0
2023-06-25 05:44:26,Nathan Eovaldi,TEX,P,"Jun 25, 2023",NYY,5.5
2023-06-25 05:44:26,Gerrit Cole,NYY,P,"Jun 25, 2023",TEX,7.0
2023-06-25 05:44:26,Luis Medina,OAK,P,"Jun 25, 2023",TOR,4.0
2023-06-25 05:44:26,Yusei Kikuchi,TOR,P,"Jun 25, 2023",OAK,6.0
2023-06-25 05:44:26,Charlie Morton,ATL,P,"Jun 25, 2023",CIN,6.5
2023-06-25 05:44:26,Daniel Lynch,KC,P,"Jun 25, 2023",TB,4.0
2023-06-25 05:44:26,Tyler Glasnow,TB,P,"Jun 25, 2023",KC,8.0
2023-06-25 05:44:27,Aaron Civale,CLE,P,"Jun 25, 2023",MIL,5.0
2023-06-25 05:44:27,Corbin Burnes,MIL,P,"Jun 25, 2023",CLE,5.0
2023-06-25 05:44:27,Eury Pérez,MIA,P,"Jun 25, 2023",PIT,5.5
2023-06-25 05:44:27,Johan Oviedo,PIT,P,"Jun 25, 2023",MIA,5.0
2023-06-25 05:44:27,Tyler Anderson,LAA,P,"Jun 25, 2023",COL,4.5
2023-06-25 05:44:27,Austin Gomber,COL,P,"Jun 25, 2023",LAA,3.5
2023-06-25 05:44:27,Ryne Nelson,ARI,P,"Jun 25, 2023",SF,3.5
2023-06-25 05:44:27,Anthony DeSclafani,SF,P,"Jun 25, 2023",ARI,4.0
2023-06-25 05:44:28,MacKenzie Gore,WSH,P,"Jun 25, 2023",SD,5.5
2023-06-25 05:44:28,Seth Lugo,SD,P,"Jun 25, 2023",WSH,4.0
2023-06-25 05:44:28,Tony Gonsolin,LAD,P,"Jun 25, 2023",HOU,4.0
2023-06-25 06:45:31,Marcus Stroman,CHC,P,"Jun 25, 2023",STL,4.5
2023-06-25 06:45:34,Matthew Liberatore,STL,P,"Jun 25, 2023",CHC,3.0
2023-06-25 06:45:34,Bailey Ober,MIN,P,"Jun 25, 2023",DET,5.5
2023-06-25 06:45:34,Michael Lorenzen,DET,P,"Jun 25, 2023",MIN,5.0
2023-06-25 06:45:34,Carlos Carrasco,NYM,P,"Jun 25, 2023",PHI,4.0
2023-06-25 06:45:34,Zack Wheeler,PHI,P,"Jun 25, 2023",NYM,6.5
2023-06-25 06:45:34,George Kirby,SEA,P,"Jun 25, 2023",BAL,4.0
2023-06-25 06:45:35,Kyle Bradish,BAL,P,"Jun 25, 2023",SEA,5.0
2023-06-25 06:45:35,Nathan Eovaldi,TEX,P,"Jun 25, 2023",NYY,5.5
2023-06-25 06:45:35,Gerrit Cole,NYY,P,"Jun 25, 2023",TEX,7.0
2023-06-25 06:45:35,Luis Medina,OAK,P,"Jun 25, 2023",TOR,4.0
2023-06-25 06:45:35,Yusei Kikuchi,TOR,P,"Jun 25, 2023",OAK,6.0
2023-06-25 06:45:35,Charlie Morton,ATL,P,"Jun 25, 2023",CIN,6.5
2023-06-25 06:45:35,Daniel Lynch,KC,P,"Jun 25, 2023",TB,4.0
2023-06-25 06:45:36,Tyler Glasnow,TB,P,"Jun 25, 2023",KC,8.0
2023-06-25 06:45:36,Aaron Civale,CLE,P,"Jun 25, 2023",MIL,5.0
2023-06-25 06:45:41,Corbin Burnes,MIL,P,"Jun 25, 2023",CLE,5.0
2023-06-25 06:45:42,Johan Oviedo,PIT,P,"Jun 25, 2023",MIA,5.0
2023-06-25 06:45:42,Tyler Anderson,LAA,P,"Jun 25, 2023",COL,4.5
2023-06-25 06:45:42,Austin Gomber,COL,P,"Jun 25, 2023",LAA,3.5
2023-06-25 06:45:42,Ryne Nelson,ARI,P,"Jun 25, 2023",SF,3.5
2023-06-25 06:45:42,Anthony DeSclafani,SF,P,"Jun 25, 2023",ARI,4.0
2023-06-25 06:45:43,MacKenzie Gore,WSH,P,"Jun 25, 2023",SD,5.5
2023-06-25 06:45:43,Seth Lugo,SD,P,"Jun 25, 2023",WSH,4.0
2023-06-25 06:45:43,Tony Gonsolin,LAD,P,"Jun 25, 2023",HOU,4.0
2023-06-25 06:46:10,Marcus Stroman,CHC,P,"Jun 25, 2023",STL,4.5
2023-06-25 06:46:10,Matthew Liberatore,STL,P,"Jun 25, 2023",CHC,3.0
2023-06-25 06:46:10,Bailey Ober,MIN,P,"Jun 25, 2023",DET,5.5
2023-06-25 06:46:11,Michael Lorenzen,DET,P,"Jun 25, 2023",MIN,5.0
2023-06-25 06:46:11,Carlos Carrasco,NYM,P,"Jun 25, 2023",PHI,4.0
2023-06-25 06:46:11,Zack Wheeler,PHI,P,"Jun 25, 2023",NYM,6.5
2023-06-25 06:46:11,George Kirby,SEA,P,"Jun 25, 2023",BAL,4.0
2023-06-25 06:46:11,Kyle Bradish,BAL,P,"Jun 25, 2023",SEA,5.0
2023-06-25 06:46:11,Nathan Eovaldi,TEX,P,"Jun 25, 2023",NYY,5.5
2023-06-25 06:46:11,Gerrit Cole,NYY,P,"Jun 25, 2023",TEX,7.0
2023-06-25 06:46:11,Luis Medina,OAK,P,"Jun 25, 2023",TOR,4.0
2023-06-25 06:46:11,Yusei Kikuchi,TOR,P,"Jun 25, 2023",OAK,6.0
2023-06-25 06:46:12,Charlie Morton,ATL,P,"Jun 25, 2023",CIN,6.5
2023-06-25 06:46:12,Daniel Lynch,KC,P,"Jun 25, 2023",TB,4.0
2023-06-25 06:46:12,Tyler Glasnow,TB,P,"Jun 25, 2023",KC,8.0
2023-06-25 06:46:12,Aaron Civale,CLE,P,"Jun 25, 2023",MIL,5.0
2023-06-25 06:46:12,Corbin Burnes,MIL,P,"Jun 25, 2023",CLE,5.0
2023-06-25 06:46:12,Johan Oviedo,PIT,P,"Jun 25, 2023",MIA,5.0
2023-06-25 06:46:12,Tyler Anderson,LAA,P,"Jun 25, 2023",COL,4.5
2023-06-25 06:46:12,Austin Gomber,COL,P,"Jun 25, 2023",LAA,3.5
2023-06-25 06:46:12,Ryne Nelson,ARI,P,"Jun 25, 2023",SF,3.5
2023-06-25 06:46:12,Anthony DeSclafani,SF,P,"Jun 25, 2023",ARI,4.0
2023-06-25 06:46:13,MacKenzie Gore,WSH,P,"Jun 25, 2023",SD,5.5
2023-06-25 06:46:13,Seth Lugo,SD,P,"Jun 25, 2023",WSH,4.0
2023-06-25 06:46:13,Tony Gonsolin,LAD,P,"Jun 25, 2023",HOU,4.0
2023-06-25 15:50:08,Hunter Brown,HOU,P,"Jun 25, 2023",LAD,5.5
2023-06-25 15:50:08,Tony Gonsolin,LAD,P,"Jun 25, 2023",HOU,4.0
2023-06-25 15:52:00,Hunter Brown,HOU,P,"Jun 25, 2023",LAD,5.5
2023-06-25 15:52:00,Tony Gonsolin,LAD,P,"Jun 25, 2023",HOU,4.0
2023-06-25 16:50:54,Hunter Brown,HOU,P,"Jun 25, 2023",LAD,5.5
2023-06-25 16:50:54,Tony Gonsolin,LAD,P,"Jun 25, 2023",HOU,4.0
2023-06-25 16:52:38,Hunter Brown,HOU,P,"Jun 25, 2023",LAD,5.5
2023-06-25 16:52:38,Tony Gonsolin,LAD,P,"Jun 25, 2023",HOU,4.0
2023-06-26 02:03:24,Brandon Williamson,CIN,P,"Jun 26, 2023",BAL,4.0
2023-06-26 02:03:24,Cole Irvin,BAL,P,"Jun 26, 2023",CIN,4.0
2023-06-26 02:03:24,Colin Rea,MIL,P,"Jun 26, 2023",NYM,4.0
2023-06-26 02:03:24,Justin Verlander,NYM,P,"Jun 26, 2023",MIL,6.0
2023-06-26 02:03:24,Sonny Gray,MIN,P,"Jun 26, 2023",ATL,5.0
2023-06-26 02:03:25,Spencer Strider,ATL,P,"Jun 26, 2023",MIN,9.5
2023-06-26 03:03:18,Brandon Williamson,CIN,P,"Jun 26, 2023",BAL,4.0
2023-06-26 03:03:18,Cole Irvin,BAL,P,"Jun 26, 2023",CIN,4.0
2023-06-26 03:03:18,Colin Rea,MIL,P,"Jun 26, 2023",NYM,4.0
2023-06-26 03:03:18,Justin Verlander,NYM,P,"Jun 26, 2023",MIL,6.0
2023-06-26 03:03:18,Sonny Gray,MIN,P,"Jun 26, 2023",ATL,5.0
2023-06-26 03:03:18,Spencer Strider,ATL,P,"Jun 26, 2023",MIN,9.0
2023-06-26 03:03:18,Matthew Boyd,DET,P,"Jun 26, 2023",TEX,5.0
2023-06-26 03:03:18,Andrew Heaney,TEX,P,"Jun 26, 2023",DET,6.5
2023-06-26 03:03:19,Dylan Cease,CWS,P,"Jun 26, 2023",LAA,6.5
2023-06-26 03:03:19,Reid Detmers,LAA,P,"Jun 26, 2023",CWS,6.0
2023-06-26 03:03:19,Trevor Williams,WSH,P,"Jun 26, 2023",SEA,4.0
2023-06-26 03:03:19,Luis Castillo,SEA,P,"Jun 26, 2023",WSH,6.5
2023-06-26 03:03:56,Brandon Williamson,CIN,P,"Jun 26, 2023",BAL,4.0
2023-06-26 03:03:56,Cole Irvin,BAL,P,"Jun 26, 2023",CIN,4.0
2023-06-26 03:03:56,Colin Rea,MIL,P,"Jun 26, 2023",NYM,4.0
2023-06-26 03:03:56,Justin Verlander,NYM,P,"Jun 26, 2023",MIL,6.0
2023-06-26 03:03:57,Sonny Gray,MIN,P,"Jun 26, 2023",ATL,5.0
2023-06-26 03:03:57,Spencer Strider,ATL,P,"Jun 26, 2023",MIN,9.0
2023-06-26 03:03:57,Matthew Boyd,DET,P,"Jun 26, 2023",TEX,5.0
2023-06-26 03:03:57,Andrew Heaney,TEX,P,"Jun 26, 2023",DET,6.5
2023-06-26 03:03:57,Dylan Cease,CWS,P,"Jun 26, 2023",LAA,6.5
2023-06-26 03:03:57,Reid Detmers,LAA,P,"Jun 26, 2023",CWS,6.0
2023-06-26 03:03:57,Trevor Williams,WSH,P,"Jun 26, 2023",SEA,4.0
2023-06-26 03:03:58,Luis Castillo,SEA,P,"Jun 26, 2023",WSH,6.5
2023-06-26 04:04:38,Brandon Williamson,CIN,P,"Jun 26, 2023",BAL,4.0
2023-06-26 04:04:38,Cole Irvin,BAL,P,"Jun 26, 2023",CIN,4.0
2023-06-26 04:04:38,Colin Rea,MIL,P,"Jun 26, 2023",NYM,4.0
2023-06-26 04:04:38,Justin Verlander,NYM,P,"Jun 26, 2023",MIL,6.0
2023-06-26 04:04:38,Sonny Gray,MIN,P,"Jun 26, 2023",ATL,5.0
2023-06-26 04:04:38,Spencer Strider,ATL,P,"Jun 26, 2023",MIN,9.0
2023-06-26 04:04:38,Matthew Boyd,DET,P,"Jun 26, 2023",TEX,5.0
2023-06-26 04:04:39,Andrew Heaney,TEX,P,"Jun 26, 2023",DET,6.5
2023-06-26 04:04:39,Dylan Cease,CWS,P,"Jun 26, 2023",LAA,6.5
2023-06-26 04:04:39,Reid Detmers,LAA,P,"Jun 26, 2023",CWS,6.0
2023-06-26 04:04:39,Trevor Williams,WSH,P,"Jun 26, 2023",SEA,4.0
2023-06-26 04:04:39,Luis Castillo,SEA,P,"Jun 26, 2023",WSH,6.5
2023-06-26 05:05:30,Brandon Williamson,CIN,P,"Jun 26, 2023",BAL,4.0
2023-06-26 05:05:30,Cole Irvin,BAL,P,"Jun 26, 2023",CIN,4.0
2023-06-26 05:05:30,Colin Rea,MIL,P,"Jun 26, 2023",NYM,4.0
2023-06-26 05:05:30,Justin Verlander,NYM,P,"Jun 26, 2023",MIL,6.0
2023-06-26 05:05:30,Sonny Gray,MIN,P,"Jun 26, 2023",ATL,5.0
2023-06-26 05:05:30,Spencer Strider,ATL,P,"Jun 26, 2023",MIN,9.0
2023-06-26 05:05:30,Matthew Boyd,DET,P,"Jun 26, 2023",TEX,5.0
2023-06-26 05:05:31,Andrew Heaney,TEX,P,"Jun 26, 2023",DET,6.5
2023-06-26 05:05:31,Dylan Cease,CWS,P,"Jun 26, 2023",LAA,7.0
2023-06-26 05:05:31,Reid Detmers,LAA,P,"Jun 26, 2023",CWS,6.0
2023-06-26 05:05:31,Trevor Williams,WSH,P,"Jun 26, 2023",SEA,4.0
2023-06-26 05:05:31,Luis Castillo,SEA,P,"Jun 26, 2023",WSH,6.5
2023-06-26 06:04:03,Brandon Williamson,CIN,P,"Jun 26, 2023",BAL,4.0
2023-06-26 06:04:03,Cole Irvin,BAL,P,"Jun 26, 2023",CIN,4.0
2023-06-26 06:04:03,Colin Rea,MIL,P,"Jun 26, 2023",NYM,4.0
2023-06-26 06:04:03,Justin Verlander,NYM,P,"Jun 26, 2023",MIL,6.0
2023-06-26 06:04:03,Sonny Gray,MIN,P,"Jun 26, 2023",ATL,5.0
2023-06-26 06:04:04,Spencer Strider,ATL,P,"Jun 26, 2023",MIN,9.0
2023-06-26 06:04:04,Matthew Boyd,DET,P,"Jun 26, 2023",TEX,5.0
2023-06-26 06:04:04,Andrew Heaney,TEX,P,"Jun 26, 2023",DET,6.5
2023-06-26 06:04:04,Dylan Cease,CWS,P,"Jun 26, 2023",LAA,7.0
2023-06-26 06:04:04,Reid Detmers,LAA,P,"Jun 26, 2023",CWS,6.0
2023-06-26 06:04:04,Trevor Williams,WSH,P,"Jun 26, 2023",SEA,4.0
2023-06-26 06:04:04,Luis Castillo,SEA,P,"Jun 26, 2023",WSH,6.5
2023-06-26 06:06:17,Brandon Williamson,CIN,P,"Jun 26, 2023",BAL,4.0
2023-06-26 06:06:17,Cole Irvin,BAL,P,"Jun 26, 2023",CIN,4.0
2023-06-26 06:06:17,Colin Rea,MIL,P,"Jun 26, 2023",NYM,4.0
2023-06-26 06:06:17,Justin Verlander,NYM,P,"Jun 26, 2023",MIL,6.0
2023-06-26 06:06:17,Sonny Gray,MIN,P,"Jun 26, 2023",ATL,5.0
2023-06-26 06:06:17,Spencer Strider,ATL,P,"Jun 26, 2023",MIN,9.0
2023-06-26 06:06:17,Matthew Boyd,DET,P,"Jun 26, 2023",TEX,5.0
2023-06-26 06:06:18,Andrew Heaney,TEX,P,"Jun 26, 2023",DET,6.5
2023-06-26 06:06:18,Dylan Cease,CWS,P,"Jun 26, 2023",LAA,7.0
2023-06-26 06:06:18,Reid Detmers,LAA,P,"Jun 26, 2023",CWS,6.0
2023-06-26 06:06:18,Trevor Williams,WSH,P,"Jun 26, 2023",SEA,4.0
2023-06-26 06:06:18,Luis Castillo,SEA,P,"Jun 26, 2023",WSH,6.5
2023-06-26 07:06:58,Brandon Williamson,CIN,P,"Jun 26, 2023",BAL,4.0
2023-06-26 07:06:58,Cole Irvin,BAL,P,"Jun 26, 2023",CIN,4.0
2023-06-26 07:06:58,Colin Rea,MIL,P,"Jun 26, 2023",NYM,4.0
2023-06-26 07:06:58,Justin Verlander,NYM,P,"Jun 26, 2023",MIL,6.0
2023-06-26 07:06:58,Sonny Gray,MIN,P,"Jun 26, 2023",ATL,5.0
2023-06-26 07:06:58,Spencer Strider,ATL,P,"Jun 26, 2023",MIN,9.0
2023-06-26 07:06:58,Matthew Boyd,DET,P,"Jun 26, 2023",TEX,5.0
2023-06-26 07:06:58,Andrew Heaney,TEX,P,"Jun 26, 2023",DET,6.5
2023-06-26 07:06:59,Dylan Cease,CWS,P,"Jun 26, 2023",LAA,7.0
2023-06-26 07:06:59,Reid Detmers,LAA,P,"Jun 26, 2023",CWS,6.0
2023-06-26 07:06:59,Trevor Williams,WSH,P,"Jun 26, 2023",SEA,4.0
2023-06-26 07:06:59,Luis Castillo,SEA,P,"Jun 26, 2023",WSH,6.5
2023-06-26 10:07:52,Brandon Williamson,CIN,P,"Jun 26, 2023",BAL,4.0
2023-06-26 10:07:52,Cole Irvin,BAL,P,"Jun 26, 2023",CIN,4.0
2023-06-26 10:07:52,Colin Rea,MIL,P,"Jun 26, 2023",NYM,4.0
2023-06-26 10:07:52,Justin Verlander,NYM,P,"Jun 26, 2023",MIL,6.5
2023-06-26 10:07:52,Sonny Gray,MIN,P,"Jun 26, 2023",ATL,5.0
2023-06-26 10:07:52,Spencer Strider,ATL,P,"Jun 26, 2023",MIN,9.0
2023-06-26 10:07:53,Matthew Boyd,DET,P,"Jun 26, 2023",TEX,5.0
2023-06-26 10:07:53,Andrew Heaney,TEX,P,"Jun 26, 2023",DET,6.0
2023-06-26 10:07:53,Dylan Cease,CWS,P,"Jun 26, 2023",LAA,7.0
2023-06-26 10:07:53,Reid Detmers,LAA,P,"Jun 26, 2023",CWS,6.0
2023-06-26 10:07:53,Trevor Williams,WSH,P,"Jun 26, 2023",SEA,4.0
2023-06-26 10:07:53,Luis Castillo,SEA,P,"Jun 26, 2023",WSH,6.0
2023-06-26 11:08:40,Brandon Williamson,CIN,P,"Jun 26, 2023",BAL,4.0
2023-06-26 11:08:40,Cole Irvin,BAL,P,"Jun 26, 2023",CIN,4.0
2023-06-26 11:08:40,Colin Rea,MIL,P,"Jun 26, 2023",NYM,4.0
2023-06-26 11:08:40,Justin Verlander,NYM,P,"Jun 26, 2023",MIL,6.5
2023-06-26 11:08:40,Sonny Gray,MIN,P,"Jun 26, 2023",ATL,5.0
2023-06-26 11:08:40,Spencer Strider,ATL,P,"Jun 26, 2023",MIN,9.0
2023-06-26 11:08:41,Matthew Boyd,DET,P,"Jun 26, 2023",TEX,5.0
2023-06-26 11:08:41,Andrew Heaney,TEX,P,"Jun 26, 2023",DET,6.0
2023-06-26 11:08:41,Dylan Cease,CWS,P,"Jun 26, 2023",LAA,7.0
2023-06-26 11:08:41,Reid Detmers,LAA,P,"Jun 26, 2023",CWS,6.0
2023-06-26 11:08:41,Trevor Williams,WSH,P,"Jun 26, 2023",SEA,4.0
2023-06-26 11:08:41,Luis Castillo,SEA,P,"Jun 26, 2023",WSH,6.0
2023-06-26 12:00:49,Brandon Williamson,CIN,P,"Jun 26, 2023",BAL,4.0
2023-06-26 12:00:49,Cole Irvin,BAL,P,"Jun 26, 2023",CIN,4.0
2023-06-26 12:00:49,Colin Rea,MIL,P,"Jun 26, 2023",NYM,4.0
2023-06-26 12:00:49,Justin Verlander,NYM,P,"Jun 26, 2023",MIL,6.5
2023-06-26 12:00:49,Sonny Gray,MIN,P,"Jun 26, 2023",ATL,5.0
2023-06-26 12:00:49,Spencer Strider,ATL,P,"Jun 26, 2023",MIN,9.5
2023-06-26 12:00:50,Matthew Boyd,DET,P,"Jun 26, 2023",TEX,5.0
2023-06-26 12:00:50,Andrew Heaney,TEX,P,"Jun 26, 2023",DET,6.0
2023-06-26 12:00:50,Dylan Cease,CWS,P,"Jun 26, 2023",LAA,7.0
2023-06-26 12:00:50,Reid Detmers,LAA,P,"Jun 26, 2023",CWS,6.0
2023-06-26 12:00:50,Trevor Williams,WSH,P,"Jun 26, 2023",SEA,4.0
2023-06-26 12:00:50,Luis Castillo,SEA,P,"Jun 26, 2023",WSH,6.0
2023-06-26 12:09:13,Brandon Williamson,CIN,P,"Jun 26, 2023",BAL,4.0
2023-06-26 12:09:13,Cole Irvin,BAL,P,"Jun 26, 2023",CIN,4.0
2023-06-26 12:09:14,Colin Rea,MIL,P,"Jun 26, 2023",NYM,4.0
2023-06-26 12:09:14,Justin Verlander,NYM,P,"Jun 26, 2023",MIL,6.5
2023-06-26 12:09:14,Sonny Gray,MIN,P,"Jun 26, 2023",ATL,5.0
2023-06-26 12:09:14,Spencer Strider,ATL,P,"Jun 26, 2023",MIN,9.5
2023-06-26 12:09:14,Matthew Boyd,DET,P,"Jun 26, 2023",TEX,5.0
2023-06-26 12:09:14,Andrew Heaney,TEX,P,"Jun 26, 2023",DET,6.0
2023-06-26 12:09:14,Dylan Cease,CWS,P,"Jun 26, 2023",LAA,7.0
2023-06-26 12:09:14,Reid Detmers,LAA,P,"Jun 26, 2023",CWS,6.0
2023-06-26 12:09:14,Trevor Williams,WSH,P,"Jun 26, 2023",SEA,4.0
2023-06-26 12:09:14,Luis Castillo,SEA,P,"Jun 26, 2023",WSH,6.0
2023-06-26 13:01:34,Brandon Williamson,CIN,P,"Jun 26, 2023",BAL,4.0
2023-06-26 13:01:34,Cole Irvin,BAL,P,"Jun 26, 2023",CIN,4.0
2023-06-26 13:01:34,Colin Rea,MIL,P,"Jun 26, 2023",NYM,4.0
2023-06-26 13:01:34,Justin Verlander,NYM,P,"Jun 26, 2023",MIL,6.5
2023-06-26 13:01:34,Sonny Gray,MIN,P,"Jun 26, 2023",ATL,5.0
2023-06-26 13:01:34,Spencer Strider,ATL,P,"Jun 26, 2023",MIN,9.5
2023-06-26 13:01:34,Matthew Boyd,DET,P,"Jun 26, 2023",TEX,5.0
2023-06-26 13:01:34,Andrew Heaney,TEX,P,"Jun 26, 2023",DET,6.0
2023-06-26 13:01:35,Dylan Cease,CWS,P,"Jun 26, 2023",LAA,7.0
2023-06-26 13:01:35,Reid Detmers,LAA,P,"Jun 26, 2023",CWS,6.0
2023-06-26 13:01:35,Trevor Williams,WSH,P,"Jun 26, 2023",SEA,4.5
2023-06-26 13:01:35,Luis Castillo,SEA,P,"Jun 26, 2023",WSH,6.0
2023-06-26 14:02:28,Brandon Williamson,CIN,P,"Jun 26, 2023",BAL,4.0
2023-06-26 14:02:28,Cole Irvin,BAL,P,"Jun 26, 2023",CIN,4.0
2023-06-26 14:02:28,Colin Rea,MIL,P,"Jun 26, 2023",NYM,4.0
2023-06-26 14:02:28,Justin Verlander,NYM,P,"Jun 26, 2023",MIL,6.5
2023-06-26 14:02:28,Sonny Gray,MIN,P,"Jun 26, 2023",ATL,5.0
2023-06-26 14:02:28,Spencer Strider,ATL,P,"Jun 26, 2023",MIN,9.5
2023-06-26 14:02:28,Matthew Boyd,DET,P,"Jun 26, 2023",TEX,5.0
2023-06-26 14:02:28,Andrew Heaney,TEX,P,"Jun 26, 2023",DET,6.0
2023-06-26 14:02:28,Dylan Cease,CWS,P,"Jun 26, 2023",LAA,7.0
2023-06-26 14:02:28,Reid Detmers,LAA,P,"Jun 26, 2023",CWS,6.0
2023-06-26 14:02:29,Trevor Williams,WSH,P,"Jun 26, 2023",SEA,4.5
2023-06-26 14:02:29,Luis Castillo,SEA,P,"Jun 26, 2023",WSH,6.0
2023-06-26 15:03:09,Brandon Williamson,CIN,P,"Jun 26, 2023",BAL,4.0
2023-06-26 15:03:09,Cole Irvin,BAL,P,"Jun 26, 2023",CIN,4.0
2023-06-26 15:03:09,Colin Rea,MIL,P,"Jun 26, 2023",NYM,4.0
2023-06-26 15:03:09,Justin Verlander,NYM,P,"Jun 26, 2023",MIL,6.5
2023-06-26 15:03:09,Sonny Gray,MIN,P,"Jun 26, 2023",ATL,5.0
2023-06-26 15:03:10,Spencer Strider,ATL,P,"Jun 26, 2023",MIN,9.5
2023-06-26 15:03:10,Matthew Boyd,DET,P,"Jun 26, 2023",TEX,5.0
2023-06-26 15:03:10,Andrew Heaney,TEX,P,"Jun 26, 2023",DET,6.0
2023-06-26 15:03:10,Dylan Cease,CWS,P,"Jun 26, 2023",LAA,7.0
2023-06-26 15:03:10,Reid Detmers,LAA,P,"Jun 26, 2023",CWS,6.0
2023-06-26 15:03:10,Trevor Williams,WSH,P,"Jun 26, 2023",SEA,4.5
2023-06-26 15:03:10,Luis Castillo,SEA,P,"Jun 26, 2023",WSH,6.0
2023-06-26 15:09:57,Brandon Williamson,CIN,P,"Jun 26, 2023",BAL,4.0
2023-06-26 15:09:58,Cole Irvin,BAL,P,"Jun 26, 2023",CIN,4.0
2023-06-26 15:09:58,Colin Rea,MIL,P,"Jun 26, 2023",NYM,4.0
2023-06-26 15:09:58,Justin Verlander,NYM,P,"Jun 26, 2023",MIL,6.5
2023-06-26 15:09:58,Sonny Gray,MIN,P,"Jun 26, 2023",ATL,5.0
2023-06-26 15:09:58,Spencer Strider,ATL,P,"Jun 26, 2023",MIN,9.5
2023-06-26 15:09:58,Matthew Boyd,DET,P,"Jun 26, 2023",TEX,5.0
2023-06-26 15:09:58,Andrew Heaney,TEX,P,"Jun 26, 2023",DET,6.0
2023-06-26 15:09:58,Dylan Cease,CWS,P,"Jun 26, 2023",LAA,7.0
2023-06-26 15:09:59,Reid Detmers,LAA,P,"Jun 26, 2023",CWS,6.0
2023-06-26 15:09:59,Trevor Williams,WSH,P,"Jun 26, 2023",SEA,4.5
2023-06-26 15:09:59,Luis Castillo,SEA,P,"Jun 26, 2023",WSH,6.0
2023-06-26 16:04:01,Brandon Williamson,CIN,P,"Jun 26, 2023",BAL,4.0
2023-06-26 16:04:01,Cole Irvin,BAL,P,"Jun 26, 2023",CIN,4.0
2023-06-26 16:04:01,Colin Rea,MIL,P,"Jun 26, 2023",NYM,4.0
2023-06-26 16:04:01,Justin Verlander,NYM,P,"Jun 26, 2023",MIL,6.5
2023-06-26 16:04:02,Sonny Gray,MIN,P,"Jun 26, 2023",ATL,5.0
2023-06-26 16:04:02,Spencer Strider,ATL,P,"Jun 26, 2023",MIN,9.5
2023-06-26 16:04:02,Matthew Boyd,DET,P,"Jun 26, 2023",TEX,5.0
2023-06-26 16:04:02,Andrew Heaney,TEX,P,"Jun 26, 2023",DET,6.0
2023-06-26 16:04:02,Dylan Cease,CWS,P,"Jun 26, 2023",LAA,7.0
2023-06-26 16:04:02,Reid Detmers,LAA,P,"Jun 26, 2023",CWS,6.0
2023-06-26 16:04:02,Trevor Williams,WSH,P,"Jun 26, 2023",SEA,4.5
2023-06-26 16:04:02,Luis Castillo,SEA,P,"Jun 26, 2023",WSH,6.0
2023-06-26 16:10:42,Brandon Williamson,CIN,P,"Jun 26, 2023",BAL,4.0
2023-06-26 16:10:42,Cole Irvin,BAL,P,"Jun 26, 2023",CIN,4.0
2023-06-26 16:10:43,Colin Rea,MIL,P,"Jun 26, 2023",NYM,4.0
2023-06-26 16:10:43,Justin Verlander,NYM,P,"Jun 26, 2023",MIL,6.5
2023-06-26 16:10:43,Sonny Gray,MIN,P,"Jun 26, 2023",ATL,5.0
2023-06-26 16:10:43,Spencer Strider,ATL,P,"Jun 26, 2023",MIN,9.5
2023-06-26 16:10:43,Matthew Boyd,DET,P,"Jun 26, 2023",TEX,5.0
2023-06-26 16:10:43,Andrew Heaney,TEX,P,"Jun 26, 2023",DET,6.0
2023-06-26 16:10:43,Dylan Cease,CWS,P,"Jun 26, 2023",LAA,7.0
2023-06-26 16:10:43,Reid Detmers,LAA,P,"Jun 26, 2023",CWS,6.0
2023-06-26 16:10:43,Trevor Williams,WSH,P,"Jun 26, 2023",SEA,4.5
2023-06-26 16:10:43,Luis Castillo,SEA,P,"Jun 26, 2023",WSH,6.0
